,accelerometer-x,accelerometer-y,accelerometer-z,location-latitude,location-longitude,time,crash
,-0.015763495918922125,0.015732918117567895,0.04139291761815548,,,2024-04-10T15:26:24.2895488Z,false
,-0.002490483375173062,0.004925491969753056,0.03669102353751659,,,2024-04-10T15:19:36.3020465Z,false
,-0.012398458198923617,0.013722582942154258,0.054142509075999254,,,2024-04-10T15:32:06.8612616Z,false
,-0.0010592815282754599,-0.005099734291806816,0.040461189725995064,,,2024-04-10T15:23:00.3451174Z,false
,-0.003089983638282865,0.005702193696983158,0.04196048837304115,,,2024-04-10T15:23:00.3951273Z,false
,0.017024273102357983,0.009647460724040866,0.03253331933617592,,,2024-04-10T15:23:00.4451382Z,false
,-0.009502700224798172,-0.0010263656393624842,0.04420329886376857,,,2024-04-10T15:23:00.4951485Z,false
,-0.003146189071238041,-0.002862367161177099,0.034325463449954983,,,2024-04-10T15:23:00.5451584Z,false
,-0.014306045385915785,0.015897351431660354,0.02474631872177124,,,2024-04-10T15:23:00.5951693Z,false
,-0.0009939794734120369,-0.005742781435698271,0.04539630804061889,,,2024-04-10T15:23:00.6451794Z,false
,0.010937116942089051,0.004836041854321956,0.04838847559392452,,,2024-04-10T15:23:00.6951905Z,false
,-0.010861074297502635,0.00634725013487041,0.03581131809353828,,,2024-04-10T15:23:00.7452004Z,false
,0.003980685400310904,0.0039119858119636775,0.03431844918727875,,,2024-04-10T15:23:00.7952113Z,false
,-0.0032402970954775808,0.008082841755822301,0.04449088363349438,,,2024-04-10T15:23:00.8452214Z,false
,-0.00011080343071371317,-0.0019834289021790027,0.042994507595896715,,,2024-04-10T15:23:00.8952312Z,false
,-0.003153988785203546,0.004022296052332968,0.040595045238733286,,,2024-04-10T15:23:00.9452424Z,false
,-0.0007377579563297331,-0.0037274047589860855,0.036248540467023846,,,2024-04-10T15:23:00.9952525Z,false
,0.010228585080243647,0.006593680910300463,0.029214988568425176,,,2024-04-10T15:23:01.045263Z,false
,0.0023996267539449037,0.009119326930399983,0.04536708194613456,,,2024-04-10T15:23:01.095273Z,false
,0.008925338728260249,0.0036471425970084964,0.03279635418653488,,,2024-04-10T15:23:01.1452838Z,false
,-0.007237550038099288,0.003677026278618723,0.034300913530588145,,,2024-04-10T15:23:01.195294Z,false
,0.00711671840371564,-0.000287493438180536,0.043728667089343067,,,2024-04-10T15:23:01.2453038Z,false
,-0.004276928400527686,0.0015619338207878172,0.04462532366812229,,,2024-04-10T15:23:01.295315Z,false
,-0.003997709600348025,0.01207881605681032,0.03714168991446495,,,2024-04-10T15:23:01.345325Z,false
,0.013965817113500088,0.004536638782639056,0.03220890968739986,,,2024-04-10T15:23:01.395336Z,false
,0.0036486952332779763,0.016937197607103733,0.05121522345244884,,,2024-04-10T15:23:01.4453458Z,false
,0.0046239882725290955,0.005054853970464319,0.0380500369310379,,,2024-04-10T15:23:01.495356Z,false
,-0.0023742365843616425,0.008499605863168835,0.03041618105173111,,,2024-04-10T15:23:01.545367Z,false
,0.0036773185395635663,-0.0036951281908899542,0.051364861056208605,,,2024-04-10T15:23:01.595377Z,false
,-0.002120006094966084,0.009728143011126667,0.05135784679353237,,,2024-04-10T15:23:01.6453878Z,false
,0.00947278001056984,-0.0023479696319438515,0.04057575601637363,,,2024-04-10T15:23:01.695398Z,false
,-0.008081563114188612,0.0019696561051532626,0.0366863473623991,,,2024-04-10T15:23:01.745408Z,false
,0.0023434943862259386,-0.0009714753806591034,0.036986791613698,,,2024-04-10T15:23:01.795419Z,false
,0.002363879587128758,0.0009180646929889917,0.032797523230314256,,,2024-04-10T15:23:01.845429Z,false
,0.0027292788334190845,-0.000991787516325712,0.03504442537426948,,,2024-04-10T15:23:01.89544Z,false
,0.015396653634216636,0.007907393857371062,0.034145430707931516,,,2024-04-10T15:23:01.9454497Z,false
,-0.005482888390496373,0.003908095088135451,0.03833703717887401,,,2024-04-10T15:23:01.99546Z,false
,0.0029629231925122437,0.013238544018566608,0.04282733433544635,,,2024-04-10T15:23:02.0454715Z,false
,0.005052643747068941,0.0007325703245587646,0.04806055881381035,,,2024-04-10T15:23:02.0954813Z,false
,0.0016295739632099866,0.0024444522763602435,0.04311608814895153,,,2024-04-10T15:23:02.1454922Z,false
